f_gender,f_age,f_height,f_shoe_size*,f_number_of_pets*,f_platinum_albums*,f_weekly_workouts*,f_number_of_siblings*,f_pokemon_collected*,f_facebook_friends_count,f_facebook_photos_count,m_gender,m_age,m_height,m_shoe_size*,m_number_of_pets*,m_platinum_albums*,m_weekly_workouts*,m_number_of_siblings*,m_pokemon_collected*,m_facebook_friends_count,m_facebook_photos_count,members_became_friends
female,27,69,6,7.5,7.5,7.5,8,7,962,217,male,28,70,5.5,7.5,7,7.5,7.5,7.5,555,215,FALSE
female,27,66,7,8,7.5,8,7.5,7.5,959,653,male,28,71,5.5,7.5,7.5,8,8,7.5,630,230,TRUE
female,22,66,5.5,8,7,8,8,7.5,459,224,male,23,72,5,7,7,7.5,7,7,992,131,FALSE
female,29,67,6,7.5,7.5,7.5,8,7.5,638,229,male,28,69,6,7.5,7.5,8,8,7.5,568,113,FALSE
female,27,64,4.5,8,7.5,8,8.5,7.5,780,401,male,25,71,5.5,7.5,7,8,8.5,7.5,1255,234,TRUE
female,29,64,5.5,8.5,7.5,8,8,7.5,798,451,male,26,74,7,7.5,8,8,8,7.5,963,357,FALSE
female,25,67,5,7.5,7.5,8,7.5,7.5,438,120,male,24,73,6,7.5,7.5,8,7.5,7.5,1972,229,TRUE
female,29,64,5,7.5,7.5,7.5,7.5,7.5,556,319,male,30,67,5,7.5,6.5,7.5,7,6.5,1550,230,TRUE
female,26,65,5,7.5,7.5,7.5,7.5,7.5,843,452,male,26,71,5.5,7.5,6.5,7.5,7,7.5,840,230,FALSE
female,26,66,5,7.5,7,7.5,7,7,864,354,male,26,72,6.5,7.5,7,7.5,7.5,7.5,978,600,FALSE
female,25,67,5,8,7,8,7,7,379,230,male,25,69,4,7.5,7,8,7,7,739,230,TRUE
female,26,66,5.5,7.5,7.5,7.5,7.5,7.5,1290,443,male,26,74,5,8,7.5,7.5,7.5,7.5,1249,416,TRUE
female,25,63,5.5,8.5,7.5,8,7.5,7.5,361,226,male,25,74,6,8.5,7.5,8,7.5,7.5,335,230,FALSE
female,24,63,7,8,7.5,8,7.5,7.5,819,227,male,24,71,5.5,7.5,7.5,7.5,7.5,7.5,592,230,FALSE
female,30,62,6.5,8.5,7.5,8.5,8,7.5,915,448,male,22,71,5.5,8.5,7.5,8.5,7.5,8,621,247,TRUE
female,23,66,5.5,8,7.5,8,7.5,7.5,579,230,male,27,69,5.5,7.5,7.5,7.5,7.5,7.5,1757,226,FALSE
female,21,66,5,8,7.5,8,8,7.5,1403,230,male,24,73,5.5,7.5,7,8,7,7,873,377,FALSE
female,25,60,5,8,7,8,8,7.5,665,212,male,30,70,6,7.5,7.5,7.5,8,7,2175,426,TRUE
female,25,59,5.5,7.5,7.5,7.5,7.5,7.5,1353,520,male,30,71,5.5,7.5,7.5,7.5,7.5,7.5,231,102,FALSE
female,26,62,5.5,8,7.5,8,7.5,7.5,592,432,male,26,70,5.5,7.5,7,7.5,8,7.5,375,228,TRUE
female,24,65,6.5,8,8,8,7.5,7.5,1122,142,male,26,74,6.5,8,7.5,7.5,7,7,1283,471,TRUE
female,23,71,5.5,7.5,7.5,7.5,7.5,7.5,1089,390,male,28,69,6,7.5,7.5,7.5,8,7.5,1691,425,TRUE
female,28,65,6,7.5,7.5,7.5,7.5,7.5,321,88,male,27,68,5,7.5,7.5,7.5,7,7,366,230,TRUE
female,23,66,6,7.5,8,8,8,7.5,1197,228,male,23,71,6,8,8,8,8.5,7.5,789,230,FALSE
female,26,61,5,8,7.5,8,7,7,891,473,male,28,67,5.5,8,7,7.5,7,7,840,146,TRUE
female,24,64,5.5,7.5,7.5,8,7,7,1375,230,male,24,74,5,8,7,8,7,7,699,230,TRUE
female,24,64,5.5,7.5,7.5,7.5,7.5,7.5,906,446,male,26,67,5,8,7,8,7,7,549,469,FALSE
female,27,64,5,8,7,7.5,8,7.5,1510,230,male,28,72,5.5,7.5,7,7.5,7,7,723,73,FALSE
female,26,65,5.5,7.5,7.5,7.5,7,7,690,191,male,24,70,6,7.5,7.5,7.5,7,7,713,472,FALSE
female,22,70,6.5,7.5,7,7.5,6.5,7,1320,133,male,25,71,4.5,7.5,7.5,8,7.5,7.5,1585,530,TRUE
female,24,64,5.5,7.5,7.5,7.5,7.5,7.5,1172,230,male,27,72,6,7.5,7.5,7.5,7.5,7.5,628,202,TRUE
female,31,66,6.5,7.5,8,8,7.5,7.5,477,229,male,30,71,6,8,7.5,8,8,8,711,469,FALSE
female,26,63,6,7.5,7.5,7.5,7.5,7.5,834,439,male,32,69,5,8,7.5,8,8.5,8,547,127,FALSE
female,30,66,7,7.5,7.5,7.5,7,7,923,230,male,29,71,6.5,7.5,8,7.5,8.5,8,1431,207,FALSE
female,29,71,5.5,7,8,7,8.5,7.5,1268,2,male,33,66,6.5,8,8,8,7,7.5,436,142,FALSE
female,22,66,6,7.5,7,8,7.5,7.5,1399,230,male,23,69,6,7.5,7.5,7.5,7.5,7.5,786,225,TRUE
female,25,63,5,7.5,7,7.5,8.5,8,423,219,male,25,70,5,8,7,8,7,7.5,581,214,FALSE
female,21,64,6,8,7.5,8,7.5,7.5,708,408,male,24,70,6.5,8,7.5,8,7,7.5,1196,490,TRUE
female,27,63,5.5,7.5,7.5,7.5,7,7,524,223,male,33,69,5.5,7.5,7.5,7.5,7.5,7.5,1030,230,TRUE
female,28,63,5.5,8,7.5,8,8.5,8,384,199,male,29,69,5,8,7.5,7.5,7.5,7,360,454,FALSE
female,26,61,6,8,7,8,8.5,7,851,430,male,25,70,6.5,8,7.5,7.5,7.5,7.5,875,383,FALSE
female,27,70,6,7.5,7.5,8,7.5,7.5,1412,413,male,24,69,5.5,8.5,7.5,8.5,8,7.5,747,227,FALSE
female,23,66,6,7.5,7.5,7.5,8.5,7.5,979,406,male,23,71,6,7.5,7.5,7.5,8.5,7.5,968,229,FALSE
female,25,61,6,8,7.5,7.5,8,7,635,400,male,28,66,5,8,7.5,8.5,8.5,8,1054,235,FALSE
female,26,67,6.5,8,7.5,7.5,7,7,1163,622,male,26,68,6,7.5,6.5,7.5,7.5,7.5,1729,482,FALSE
female,23,65,6.5,7.5,8,7.5,7.5,6.5,1233,229,male,25,74,6,7.5,7.5,7.5,7.5,7.5,907,230,TRUE
female,26,64,4.5,8,7,8,7,7,139,230,male,26,78,7,8,7.5,8,7,7.5,1513,416,FALSE
female,29,63,5,7.5,7.5,7.5,7.5,7.5,990,305,male,25,74,6.5,8,7.5,7.5,8.5,7.5,799,450,FALSE
female,22,67,6.5,7.5,7.5,8,7.5,7,1778,907,male,23,70,6,8,7.5,8,8,7.5,943,230,TRUE
female,24,66,6,7.5,7.5,7.5,7.5,7.5,994,481,male,26,69,6.5,8,7,7.5,7.5,7.5,1452,210,FALSE
female,24,64,6,7.5,7.5,7.5,7.5,7.5,1202,227,male,23,70,6,7.5,7.5,7.5,7.5,7,602,230,TRUE
female,27,65,5.5,8,7.5,7.5,8,8.5,725,230,male,28,72,6.5,8,7.5,8,8,7.5,731,160,FALSE
female,25,67,5.5,8,7.5,8,7,7,425,230,male,23,73,6,8,7.5,7.5,8.5,7.5,900,367,FALSE
female,25,62,6.5,7.5,7.5,8,7.5,7.5,1033,410,male,28,66,5,7.5,7.5,7.5,7.5,7.5,799,409,FALSE
female,23,67,5.5,8,7.5,8,7.5,7.5,1219,582,male,24,73,5.5,8,7,8,7.5,7.5,805,402,TRUE
female,24,63,5.5,8.5,7.5,8,8.5,7,1530,421,male,25,68,5.5,8.5,7.5,8.5,7.5,7.5,493,229,TRUE
female,24,69,7,8,7.5,7.5,7.5,7.5,1474,230,male,24,72,6,8,7.5,8,7.5,7,705,230,FALSE
female,24,67,7,7.5,7,8,7,7.5,1232,230,male,24,70,6,8,7.5,8,8,7.5,1681,637,FALSE
female,24,60,5,7.5,7,8,7,7.5,752,490,male,27,70,5,8,7,8,8.5,7.5,1855,417,TRUE
female,25,68,4,8,7,8,8,7.5,1201,600,male,25,66,4.5,8,7.5,8,8.5,7,1405,400,FALSE
female,22,67,5.5,8,7.5,7.5,8,8,1574,405,male,24,71,5.5,7.5,7.5,7.5,7.5,7.5,2158,229,TRUE
female,27,62,5.5,8,7.5,7.5,7.5,6.5,570,463,male,29,69,6,8,7.5,8,7.5,7.5,728,417,FALSE
female,26,66,6,7.5,7.5,7.5,7.5,7.5,1769,229,male,28,71,6,7.5,7.5,7.5,7.5,7.5,1359,219,FALSE
female,24,71,6.5,8,8,8,7,7.5,858,403,male,24,73,6,8,7.5,8,7.5,7.5,1530,470,FALSE
female,26,65,5,7.5,7.5,7.5,7.5,7,196,202,male,26,67,5,8,7,8.5,7.5,7.5,722,209,FALSE
female,29,69,6,7.5,7.5,7.5,7.5,7.5,620,271,male,34,71,5.5,8,7.5,7.5,8,7.5,1330,159,TRUE
female,29,69,5.5,8,7.5,8,7.5,7.5,497,410,male,25,74,6,8,7.5,7.5,7.5,7.5,361,309,FALSE
female,26,65,6,7.5,7.5,7.5,8,7,867,171,male,26,72,5.5,8,7.5,7.5,7.5,7.5,420,411,TRUE
female,24,69,6.5,8,8,8,8,7.5,742,508,male,24,72,6.5,7.5,8,7.5,8.5,7.5,1351,457,TRUE
female,25,66,5.5,8,7.5,8,7,7.5,662,454,male,24,67,5.5,7.5,7,7.5,7,7,604,215,TRUE
female,26,68,5.5,8,7.5,8,7.5,7.5,814,402,male,29,72,5.5,8,7,8,7,7.5,1101,464,FALSE
female,23,69,6,8,7.5,8,7.5,7.5,714,230,male,27,65,4.5,8,7.5,8,8,7.5,841,410,TRUE
female,28,60,5.5,8.5,7.5,8,8,7.5,558,222,male,33,74,6.5,8,6.5,8.5,8.5,7.5,1276,205,FALSE
female,25,64,6,8,7.5,8,8,7.5,2016,473,male,26,75,5.5,8.5,7.5,8,7,7.5,609,429,TRUE
female,27,71,6,8,7.5,8,8,7.5,904,646,male,28,68,6,8.5,7.5,8,7.5,7.5,1011,333,TRUE
female,27,66,5,8,7.5,7.5,7.5,7.5,524,409,male,29,68,4.5,8,8,8,8,8,1638,353,TRUE
female,23,68,6,7.5,8,8,7.5,7.5,935,230,male,24,76,6.5,7.5,7.5,7.5,7,8,723,230,FALSE
female,26,65,5,8,7,8,7,7,705,422,male,26,73,5,8.5,6.5,8,7.5,7,958,410,FALSE
female,30,68,6.5,7.5,7.5,7.5,7,7.5,1361,313,male,29,72,5,8,7,8,8,7.5,1311,427,TRUE
female,22,67,5.5,8,7.5,7.5,8,8,1574,405,male,27,69,4.5,7.5,7.5,7.5,7,7,672,169,FALSE
female,23,66,5.5,8,7.5,8,7,7.5,976,406,male,25,74,5,8,7,8,7.5,7.5,524,412,FALSE
female,24,64,5.5,8,8,7.5,8,7.5,1201,230,male,28,69,5,8.5,7.5,8.5,8,7.5,758,230,TRUE
female,25,66,5,8.5,7.5,8,7,7,1119,463,male,27,72,5.5,8,7.5,8,7.5,7.5,613,223,TRUE
female,26,66,7,7.5,8,7,7,7,813,189,male,30,75,6,6.5,8,6,7,7,410,68,TRUE
female,28,64,5,7.5,7.5,7.5,7,7,1421,502,male,34,72,5,8,7,8.5,7,7,251,286,TRUE
female,25,64,5.5,8,7.5,8,7,7,978,541,male,25,70,5.5,8,7.5,7.5,8,8,1129,461,TRUE
female,26,61,6,7.5,7.5,7.5,7.5,7,1275,469,male,26,69,6.5,8,7.5,8,8,7.5,911,432,FALSE
female,28,71,5,7.5,7.5,7.5,7.5,7.5,1368,230,male,25,71,6,7.5,7.5,7.5,7.5,7.5,557,230,TRUE
female,27,66,5.5,7.5,7.5,8,8,7.5,758,542,male,26,70,6,8,7.5,8,8.5,7.5,611,119,FALSE
female,25,65,6.5,8,8,8,7,7,1024,475,male,25,72,5,7.5,7.5,7.5,7.5,8,1236,451,FALSE
female,26,65,5.5,8,7,7.5,7.5,7.5,940,221,male,25,73,6,7.5,7,7.5,7,7,1371,216,FALSE
female,27,66,5.5,7.5,7.5,7.5,7,7,535,230,male,23,71,5,7.5,7.5,7.5,8.5,8.5,392,224,TRUE
female,22,60,5.5,7.5,7.5,7.5,8.5,7.5,775,230,male,29,70,5,7.5,7.5,8,8,7.5,379,54,TRUE
female,25,71,6.5,8,7.5,7.5,8,8,1548,368,male,25,70,6,7.5,7,7.5,7.5,7.5,2313,467,TRUE
female,22,66,5,8,7,7.5,7.5,7,1265,230,male,23,72,6,8,7.5,8,8,7.5,589,541,FALSE
female,28,64,5,7.5,7,8,7,7,393,222,male,29,69,4.5,7.5,7,7.5,7.5,7.5,396,107,TRUE
female,27,61,5.5,8,7.5,8,7.5,7.5,464,230,male,27,65,5.5,8,7,8,7,7.5,773,147,FALSE
female,27,64,5,7.5,7.5,7.5,7.5,7.5,484,230,male,28,69,5,7.5,7.5,7.5,7.5,7.5,827,230,FALSE
female,22,67,5.5,8,7.5,8,8,7.5,1248,230,male,24,74,7,8,7.5,8,7.5,7.5,1949,230,TRUE
female,28,64,6,8,7.5,8,7.5,7.5,1269,400,male,27,71,6.5,8,7.5,7.5,8.5,7.5,237,359,TRUE
female,24,63,5.5,7.5,7,7.5,7.5,7.5,1153,230,male,25,72,6,8,7,8,7.5,7.5,1662,447,TRUE
female,22,64,6.5,7.5,7,7.5,7.5,7.5,1807,228,male,22,70,6,8,7.5,8,8,7.5,1059,223,TRUE
female,24,64,6,8,7.5,8.5,8.5,8,1244,288,male,25,69,4.5,7.5,7,8,7.5,7,624,202,FALSE
female,28,66,6,8,7.5,8,7.5,6.5,1067,683,male,27,74,5.5,8,7.5,8,7,7.5,594,57,TRUE
female,27,67,7,7.5,7.5,7.5,7,7.5,1416,637,male,30,67,6,7.5,7.5,7.5,7,7,776,454,TRUE
female,25,68,4.5,7.5,7.5,8,7.5,7,965,414,male,25,71,7.5,7.5,7,7.5,7.5,7.5,1041,479,FALSE
female,22,61,6.5,7.5,7.5,8,7.5,7.5,1259,488,male,26,68,4.5,7.5,7.5,7.5,7,7.5,855,402,TRUE
female,24,63,5,7.5,7.5,7.5,7.5,7.5,1185,451,male,29,67,6,7.5,7.5,7,7,7.5,1339,241,FALSE
female,25,61,7,7.5,7.5,7.5,7.5,7,1419,622,male,26,70,7.5,8,8,8,7.5,7.5,812,444,TRUE
female,23,63,5,8,7.5,8,8,7.5,648,430,male,23,67,5.5,7.5,7.5,7.5,8.5,7.5,1294,441,FALSE
female,29,71,7,7.5,7.5,8,7,7,645,230,male,27,72,5.5,8,7.5,7.5,7.5,7.5,657,229,TRUE
female,21,68,6.5,8,7.5,8,8.5,7.5,1856,418,male,24,72,6.5,8.5,7.5,8,8,7.5,1558,409,TRUE
female,25,63,5.5,8,7,8,8,7.5,756,402,male,26,68,5,8,7.5,8,7.5,7.5,605,407,TRUE
female,25,65,5.5,7.5,7.5,7.5,7.5,7.5,886,459,male,24,71,6,7.5,7.5,7.5,7.5,7.5,874,229,TRUE
female,25,65,5.5,8,7,7.5,7.5,7.5,437,449,male,25,72,5,7.5,7.5,7.5,8,7.5,984,230,TRUE
female,24,66,7,7.5,7,8,7,7,1088,505,male,24,73,6,8,7.5,8,7.5,8,1180,359,TRUE
female,24,69,6,8,7.5,8,8,7.5,1468,629,male,24,73,5,8,7.5,8,8.5,8,770,628,TRUE
female,23,68,7.5,7.5,7.5,7.5,7.5,7.5,1868,230,male,25,70,5.5,8,7.5,7.5,8.5,7.5,1079,550,FALSE
female,23,60,5,7.5,7,7.5,7.5,7.5,1175,211,male,27,71,4.5,7.5,7,7.5,7,7.5,815,109,TRUE
female,24,67,5.5,8,7.5,8,7.5,7.5,572,230,male,24,70,5.5,8,7,8.5,7.5,7.5,183,77,TRUE
female,24,68,6.5,7.5,7.5,8,7,7.5,2122,228,male,27,73,5.5,7.5,8,7.5,8,7.5,2544,230,FALSE
female,22,63,5,8,7,8,8,7.5,1918,230,male,22,68,6.5,7.5,8,8.5,8,7.5,954,214,FALSE
female,27,64,5.5,7.5,7.5,7.5,8,7.5,848,230,male,25,65,5,7.5,7.5,7.5,8.5,7.5,365,203,FALSE
female,23,68,6,7.5,7.5,8,8.5,7.5,455,407,male,25,72,5.5,7,7,7.5,7.5,7,1062,219,TRUE
female,24,62,5.5,7.5,6,7,7.5,7,900,230,male,24,67,5,7.5,7.5,7.5,8,7.5,510,230,TRUE
female,23,67,5.5,7.5,7.5,7.5,7.5,7.5,2031,230,male,24,74,6,7.5,7.5,8,7.5,7.5,1087,405,FALSE
female,23,65,6.5,8,7,8.5,7,7.5,1023,422,male,24,68,6.5,8,7,8,7,7,490,490,FALSE
female,29,61,6.5,8,7.5,8,7.5,7.5,1094,229,male,34,65,5,7.5,7.5,8,7,7.5,775,208,FALSE
female,24,66,5.5,8,7,7.5,7.5,7.5,519,543,male,23,68,4.5,8,7,8,7,7.5,637,212,FALSE
female,22,69,8,8,7.5,8,7.5,7,1447,228,male,23,70,7.5,8,7.5,8,7.5,7.5,1041,333,FALSE
female,23,63,6,7.5,7.5,7.5,7.5,7.5,931,488,male,23,72,7.5,8,7.5,8,7.5,7.5,3564,164,FALSE
female,25,65,5,7.5,7,8,7,7,336,230,male,26,65,5,7.5,7.5,8,8,7.5,722,202,FALSE
female,23,63,4.5,7.5,7,7.5,7.5,7.5,463,464,male,22,74,6,8,7,8,8.5,7.5,2577,230,FALSE
female,26,61,7,7.5,7,7.5,7.5,7.5,1204,485,male,30,74,7,8,7.5,8,7.5,7.5,804,400,FALSE
female,28,65,6.5,8,8,7.5,7,7.5,743,493,male,28,70,6,8,7.5,8,7.5,7.5,845,411,TRUE
female,29,68,5.5,7.5,7.5,7.5,8,7.5,833,407,male,28,74,4,8.5,7,8,7,7,1236,313,TRUE
female,23,66,6.5,7.5,7.5,8,8,7.5,1478,230,male,23,69,7.5,8,7.5,8,8,7.5,1479,230,FALSE
female,23,69,6,7.5,8,8,8,7.5,594,229,male,26,74,6.5,8,7.5,8,8.5,7.5,1487,293,FALSE
female,26,63,7,7.5,7,7.5,8,7.5,1574,839,male,29,70,7.5,8,6,8,7,7,1447,718,TRUE
female,23,63,5.5,7.5,7.5,8,7.5,7.5,1238,474,male,24,69,5.5,8,7,8,7,7.5,766,143,TRUE
female,29,67,5.5,7.5,7.5,7.5,7.5,7.5,1078,221,male,25,74,6.5,7.5,7.5,7.5,7.5,7.5,1012,226,TRUE
female,24,66,5.5,8,7.5,8,8,7,1022,428,male,24,73,6,7.5,7.5,7.5,7.5,7.5,1015,78,FALSE
female,22,63,5.5,7.5,7.5,7.5,7,6.5,502,582,male,24,76,5.5,7.5,8,7.5,7.5,7.5,837,441,FALSE
female,23,66,5,7.5,7.5,8,8.5,7.5,1359,580,male,23,70,5.5,8,7.5,8,8,7.5,860,400,FALSE
female,29,64,5.5,7.5,7.5,7.5,7.5,7.5,373,94,male,29,72,4.5,7.5,7.5,7.5,7,7,2030,300,TRUE
female,28,68,5,8,7.5,8,8,7.5,1059,217,male,26,74,4.5,8,7.5,8.5,8.5,7.5,761,225,TRUE
female,28,66,6.5,8,7.5,8,7,7,1441,400,male,28,73,7,7,7,7,7,7,2152,126,TRUE
female,25,62,6,7.5,7,8,7,7,882,230,male,27,74,7,7.5,7,7.5,6.5,7,388,214,TRUE
female,22,62,6.5,7.5,7,8,8,7.5,1459,230,male,23,71,6,7,7,7.5,7.5,7,1938,642,TRUE
female,23,72,5.5,7.5,7,8,7,7.5,1131,414,male,25,70,6,7.5,7,7.5,7.5,7.5,1130,114,TRUE
female,23,65,5.5,8,7,8,8.5,7.5,514,230,male,23,70,6.5,8,7.5,8,8,7,1088,229,FALSE
female,30,63,6,8.5,7.5,8.5,7.5,7.5,430,115,male,26,69,4.5,7.5,7.5,8,7.5,7.5,353,134,FALSE
female,26,62,5.5,7.5,7.5,7.5,7.5,7.5,809,440,male,26,73,5.5,8.5,7.5,8,7.5,7.5,642,442,TRUE
female,28,64,7.5,7.5,7.5,7.5,7.5,7.5,671,35,male,27,69,5,8,7.5,8,8,7.5,1268,248,TRUE
female,27,61,6,7.5,7.5,7.5,8,7.5,888,644,male,27,75,7,8,7.5,8,8,7.5,439,511,TRUE
female,24,65,5.5,7.5,7.5,8,7.5,7.5,803,230,male,24,68,5.5,7.5,7.5,7.5,7,8,1149,453,TRUE
female,28,65,6,7.5,7,7.5,6.5,6.5,178,70,male,31,73,5.5,7.5,7.5,7.5,7.5,7.5,384,129,FALSE
female,24,63,6,8,7.5,8,8,7.5,1808,542,male,25,68,5.5,8.5,8,8,8,7.5,980,355,TRUE
female,22,70,5.5,8,7.5,8,8,7,930,230,male,22,70,5.5,7.5,7.5,7.5,8,7.5,1198,440,FALSE
female,23,67,6,7.5,7.5,7.5,7.5,7.5,1080,230,male,23,72,6.5,7.5,7.5,8,8.5,8,382,454,FALSE
female,25,64,5,7.5,7.5,8,8,7.5,940,543,male,25,71,4.5,7.5,7,7.5,7,7.5,227,81,FALSE
female,24,68,6,7.5,7,7.5,7.5,7,698,242,male,23,73,5.5,8,7.5,8,8.5,7.5,540,230,TRUE
female,29,66,7,7.5,7.5,7.5,7.5,7.5,561,337,male,30,70,6,7.5,7.5,7.5,8.5,7.5,1301,454,TRUE
female,25,65,7,8,7.5,8,7.5,7,2700,228,male,26,68,5.5,8,7.5,8,7.5,7.5,944,85,FALSE
female,21,67,6.5,7.5,7,8,7.5,7.5,1395,230,male,23,71,6.5,7.5,7.5,7.5,7.5,7.5,1905,230,TRUE
female,25,69,4,7.5,7.5,7.5,7.5,7.5,577,401,male,26,70,4.5,8,7,7.5,8,7,702,198,TRUE
female,25,67,6.5,8.5,7.5,8.5,8,8,966,481,male,24,70,6,8,7.5,8.5,7,7.5,1203,230,TRUE
female,23,65,5.5,7.5,7.5,8,7,7.5,1212,429,male,23,74,4.5,7.5,7.5,7.5,7,7.5,1820,508,FALSE
female,26,65,5,8,7.5,8,7.5,7,512,273,male,30,72,6.5,7.5,8,7,8,7.5,501,66,FALSE
female,26,62,5.5,7.5,7,7.5,7,7,1349,471,male,25,72,7,8,7.5,8.5,8,7.5,722,449,TRUE
female,25,62,7,7.5,7.5,7.5,7.5,7.5,581,212,male,25,71,7,7.5,7.5,7.5,7.5,7.5,1166,229,FALSE
female,28,63,5.5,8,7.5,8,8.5,8,384,199,male,28,72,5.5,8,7,7.5,7,7,354,152,FALSE
female,23,60,6,8,7.5,8,7.5,7.5,1319,515,male,24,69,6.5,8,7.5,8,8.5,7.5,1887,465,TRUE
female,29,68,6.5,7.5,7.5,7.5,7.5,7.5,589,169,male,35,66,4,7.5,7,7.5,7.5,7.5,1422,316,TRUE
female,25,66,5.5,7.5,7.5,7.5,7,7.5,495,404,male,26,65,3.5,8,7,8,7,7,809,138,TRUE
female,26,62,8,8,7.5,8,7,7.5,2619,428,male,27,69,6.5,8,7.5,7.5,7,7,753,428,FALSE
female,28,60,5.5,7.5,7.5,7.5,8,7.5,829,230,male,27,70,5.5,7.5,7.5,7.5,8,8,536,117,FALSE
female,23,65,7,7.5,7.5,7.5,7.5,7.5,861,445,male,26,69,6,8,8,8,8,7.5,1116,403,TRUE
female,23,66,6.5,8,7.5,8,7.5,7.5,1683,489,male,26,69,7,8,7.5,7.5,7.5,7.5,778,447,TRUE
female,26,65,7,7.5,8,7.5,7.5,7.5,969,567,male,24,73,6.5,7.5,7.5,7.5,7.5,7.5,702,256,TRUE
female,27,66,5,7.5,7.5,7.5,7.5,7.5,2240,460,male,28,67,5,8,7.5,8,7,7,1075,402,FALSE
female,24,67,5.5,7.5,7.5,8,8,7.5,500,455,male,25,72,6,7.5,7.5,7.5,8,7.5,1268,433,TRUE
female,24,64,7,8,7.5,8,7.5,7.5,3553,447,male,26,69,7.5,7.5,7.5,7.5,8,8,712,449,TRUE
female,25,64,5,8.5,7.5,7.5,8.5,8,1328,530,male,29,71,7,7,7,7,7,7,1795,128,FALSE
female,23,67,6,8,7.5,8,7,7,1072,230,male,25,73,5.5,7.5,7.5,7.5,7.5,7.5,736,219,TRUE
female,25,66,5,8,7,8,8,7,895,446,male,26,69,4.5,7.5,7,7.5,7,7.5,218,267,FALSE
female,24,63,5.5,8,7.5,8,8.5,7.5,1416,488,male,29,70,5.5,8,7.5,8,7.5,7.5,339,122,FALSE
female,26,72,6.5,8,7.5,8,8,7.5,1149,587,male,27,70,6.5,8,7,7.5,7.5,7.5,1256,445,TRUE
female,25,70,5.5,8,7,8,7,7,415,430,male,25,68,5.5,8,7,8,7.5,7,541,220,TRUE
female,29,63,5.5,7.5,7.5,8,8,7.5,1471,710,male,27,72,7,8,7.5,8,7.5,7.5,505,483,FALSE
female,25,67,6,7.5,7.5,7.5,8,7.5,1446,761,male,27,72,6.5,7.5,7.5,7.5,8,7.5,713,188,TRUE
female,31,66,5.5,7,7,7,6.5,6.5,1052,230,male,25,72,6,7.5,7.5,8,8,7.5,703,224,FALSE
female,25,66,6.5,7.5,7.5,7.5,7.5,7.5,1022,430,male,26,72,8,7.5,8,7.5,7,7.5,2775,221,FALSE
female,28,61,6.5,8,8,8,7.5,7.5,863,436,male,28,72,5,8,7,8,8,7,1812,211,FALSE
female,26,64,6.5,7.5,8,8,7.5,7.5,1294,506,male,27,68,7,8,7.5,7.5,7.5,7.5,1676,429,TRUE
female,24,61,6,8,7.5,8,7,7.5,873,460,male,23,71,4,8,8,8,8,7.5,1338,467,FALSE
female,26,71,5.5,7.5,7.5,7.5,7.5,7.5,1372,451,male,27,72,5.5,7.5,7.5,8,7.5,7,1275,457,TRUE
female,23,62,5,8,7.5,8,7.5,7.5,968,470,male,28,68,5.5,7.5,7.5,7.5,8.5,7.5,1205,429,FALSE
female,28,64,4.5,7.5,7.5,8,8,7.5,664,410,male,28,69,5.5,7.5,7.5,8,8,7.5,1048,470,TRUE
female,25,62,6,7.5,7.5,7.5,7.5,7.5,842,230,male,26,69,6,7.5,7.5,7.5,7.5,7.5,717,206,TRUE
female,25,64,5.5,8,7.5,8,8.5,7.5,978,516,male,26,67,5,8,7.5,8,8.5,8,1049,140,TRUE
female,25,66,7,8,7.5,8,7.5,7.5,1179,717,male,25,75,6,8.5,7,8,7.5,7.5,761,112,TRUE
female,25,68,5,8,7.5,8,7,7.5,746,337,male,25,73,5.5,7.5,7.5,7.5,7,7.5,418,447,FALSE
female,26,65,5.5,7.5,7,8,7.5,7.5,1838,723,male,27,67,5.5,7.5,7,7.5,7,7,691,400,TRUE
female,23,66,3.5,8,7,8,7,7.5,1013,431,male,24,72,4.5,8,7,8,7.5,7.5,341,109,TRUE
female,23,66,5.5,8,7.5,8,7.5,7,1196,402,male,23,72,6,7.5,7.5,7.5,7.5,7,488,301,TRUE
female,25,65,6,7.5,7.5,7.5,7.5,7.5,932,230,male,22,72,5,7,7.5,8,7,7,968,229,TRUE
female,28,61,6,8,7.5,8,7.5,7.5,958,304,male,27,72,5.5,8,7,7.5,8.5,7.5,740,208,TRUE
female,24,62,6.5,7.5,8,7.5,7.5,7,1067,461,male,25,69,6.5,8,7.5,7.5,8,7,1798,661,FALSE
female,26,61,5.5,8,7.5,8,7.5,7.5,980,421,male,28,70,5,7.5,7,7.5,7,7.5,442,205,FALSE
female,25,61,6.5,7.5,7,7.5,7.5,7.5,705,230,male,24,72,6,7,7,6.5,7.5,7.5,484,132,TRUE
female,25,68,5.5,7.5,7.5,7.5,7.5,7.5,716,449,male,24,76,6.5,7.5,7.5,7.5,8,7.5,678,349,TRUE
female,24,66,6,8,7,7.5,7,7.5,2027,490,male,23,74,5.5,7.5,7.5,7.5,7.5,7.5,1016,424,TRUE
female,24,66,6.5,8,7.5,8,7.5,7.5,1337,228,male,25,72,7,7.5,7,7.5,7,7,531,230,FALSE
female,24,69,6,7.5,7,7.5,7.5,7.5,1222,407,male,24,71,5.5,7.5,7.5,7.5,7,7,1434,526,FALSE
